name,price,modules,price_per_gb,color,first_word_latency,cas_latency,ddr_gen,mhz
Corsair Dominator Platinum RGB 32 GB,,"2,16",,Black,12.0,36.0,5,6000
Kingston Fury Renegade RGB 128 GB,,"4,32",,Black / Silver,10.0,16.0,4,3200
Lexar Hades RGB 16 GB,69.98,"2,8",4.374,Black,10.0,18.0,4,3600
Kingston FURY Renegade 16 GB,85.99,"1,16",5.374,White / Silver,10.0,32.0,5,6400
Biwin Black Opal DW100 RGB 32 GB,,"2,16",,Black,9.0,36.0,5,8000
ADATA XPG LANCER NEON RGB 16 GB,,"1,16",,Black,10.0,32.0,5,6400
G.Skill Aegis 32 GB,111.01,"4,8",3.469,Black / Red,14.065,15.0,4,2133
Crucial CT4K8G4DFS8213 32 GB,159.0,"4,8",4.969,Black / Green,14.065,15.0,4,2133
Crucial CT16G4DFD8213 16 GB,,"1,16",,Green,14.065,15.0,4,2133
Corsair Vengeance RGB RT 32 GB,,"2,16",,Black,10.0,18.0,4,3600
Kingston Fury Renegade RGB 16 GB,,"2,8",,Black / Silver,8.261,19.0,4,4600
Kingston FURY Beast 64 GB,,"2,32",,Black,12.003,16.0,4,2666
Thermaltake TOUGHRAM XG RGB 16 GB,154.98,"2,8",9.686,Black / Silver,10.0,18.0,4,3600
Kingston FURY Renegade 32 GB,259.98,"2,16",8.124,White / Silver,10.667,32.0,5,6000
Crucial CT2K32G4DFD8266 64 GB,179.0,"2,32",2.797,Green,14.254,19.0,4,2666
Kingston FURY Renegade Pro 32 GB,203.9,"1,32",6.372,Black,10.667,32.0,5,6000
Kingston FURY Renegade Pro 32 GB,241.55,"1,32",7.548,Black,10.0,32.0,5,6400
Kingston FURY Renegade Pro 64 GB,408.95,"4,16",6.39,Black,12.857,36.0,5,5600
ADATA XPG SPECTRIX D35G RGB 64 GB,,"2,32",,Black,10.0,18.0,4,3600
TEAMGROUP T-Force Vulcan 64 GB,169.99,"2,32",2.656,Black,13.571,38.0,5,5600
Crucial Ballistix Sport 32 GB,,"4,8",,Gray / Silver,13.333,16.0,4,2400
Corsair Vengeance LPX 16 GB,,"4,4",,Red,11.253,15.0,4,2666
TEAMGROUP Elite Plus 16 GB,,"2,8",,Black / Gold,14.065,15.0,4,2133
Klevv CRAS 32 GB,,"4,8",,Black / Silver,11.253,15.0,4,2666
G.Skill Ripjaws 4 128 GB,,"8,16",,Black,11.667,14.0,4,2400
Wintec 3RSA213315R5H-64GQ 64 GB,,"4,16",,Silver,14.065,15.0,4,2133
Mushkin Essentials 16 GB,,"2,8",,Black / Green,14.065,15.0,4,2133
PNY Anarchy 8 GB,,"1,8",,Black / Red,12.5,15.0,4,2400
G.Skill Ripjaws V 32 GB,,"4,8",,Black / Red,10.0,15.0,4,3000
G.Skill Ripjaws V 16 GB,,"4,4",,Black,9.444,17.0,4,3600
G.Skill Ripjaws V 16 GB,,"2,8",,Black / Red,10.0,15.0,4,3000
Kingston HyperX Savage 16 GB,,"2,8",,Black / White,10.0,12.0,4,2400
G.Skill Trident Z 16 GB,,"2,8",,Red / Silver,9.412,16.0,4,3400
G.Skill Trident Z 32 GB,,"2,16",,Red / Silver,10.0,15.0,4,3000
G.Skill Ripjaws V 8 GB,,"1,8",,Red,10.714,15.0,4,2800
G.Skill Ripjaws V 16 GB,,"1,16",,Red,10.0,15.0,4,3000
G.Skill Ripjaws V 16 GB,,"2,8",,Black,9.412,16.0,4,3400
AMD R7 Performance 8 GB,,"1,8",,Black / Red,14.065,15.0,4,2133
G.Skill Ripjaws V 16 GB,,"2,8",,Black,9.333,14.0,4,3000
Corsair Vengeance LPX 64 GB,,"4,16",,Black / Yellow,9.601,16.0,4,3333
EVGA SuperSC 16 GB,,"2,8",,Black,10.0,15.0,4,3000
Kingston ValueRAM 32 GB,,"2,16",,Black / Green,14.065,15.0,4,2133
Mushkin Essentials 32 GB,128.38,"2,16",4.012,Black / Green,14.065,15.0,4,2133
GeIL EVO POTENZA 16 GB,,"2,8",,Red,13.333,16.0,4,2400
Crucial CT8G4WFD8213 8 GB,,"1,8",,Black / Green,14.065,15.0,4,2133
GALAX HOF 16 GB,,"2,8",,White,9.444,17.0,4,3600
G.Skill Trident Z RGB 32 GB,,"4,8",,Black,8.75,14.0,4,3200
G.Skill Trident Z RGB 32 GB,,"4,8",,Black,9.312,18.0,4,3866
G.Skill Trident Z RGB 16 GB,,"2,8",,Black,9.194,19.0,4,4133
G.Skill Trident Z 16 GB,,"2,8",,Silver / Red,8.333,15.0,4,3600
Corsair Vengeance RGB 16 GB,,"2,8",,Black,12.003,16.0,4,2666
G.Skill FORTIS 16 GB,,"2,8",,Black / Red,14.065,15.0,4,2133
G.Skill Flare X 16 GB,,"2,8",,Red,12.5,15.0,4,2400
G.Skill Flare X 16 GB,,"2,8",,Black,13.333,16.0,4,2400
TEAMGROUP Dark 16 GB,,"2,8",,Black / Red,10.667,16.0,4,3000
TEAMGROUP Night Hawk RGB 16 GB,,"2,8",,Black,10.0,16.0,4,3200
Crucial Ballistix Tactical 16 GB,,"2,8",,Black,10.0,15.0,4,3000
Corsair Vengeance RGB 16 GB,,"2,8",,White,10.0,18.0,4,3600
GeIL EVO SPEAR 16 GB,,"2,8",,Black / Orange,10.667,16.0,4,3000
ADATA ADATA 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model AX4U3000316G16-DRG 32 GB,,"2,16",,Red / White,10.667,16.0,4,3000
Corsair Vengeance LPX 32 GB,,"4,8",,Red / Black,10.0,15.0,4,3000
G.Skill NT 16 GB,77.95,"2,8",4.872,,14.167,17.0,4,2400
GeIL EVO POTENZA 16 GB,,"2,8",,Black,14.065,15.0,4,2133
TEAMGROUP T-Force Night Hawk RGB 16 GB,,"2,8",,Black,9.0,18.0,4,4000
TEAMGROUP T-Force Xtreem 32 GB,,"4,8",,Black / Silver,8.889,16.0,4,3600
Kingston HyperX Fury 32 GB,,"2,16",,Red / Silver,12.003,16.0,4,2666
Patriot Signature Line 32 GB,,"2,16",,Green / Black,14.065,15.0,4,2133
G.Skill Ripjaws 16 GB,,"2,8",,Black / Blue,11.25,18.0,4,3200
Crucial CT8G4WFS824A 8 GB,106.42,"1,8",13.303,Green,14.167,17.0,4,2400
Mushkin Proline 16 GB,,"1,16",,Green / Black,14.065,15.0,4,2133
KFA2 Hall Of Fame Extreme 16 GB,,"2,8",,White / Silver,9.5,19.0,4,4000
ADATA XPG GAMMIX D10 8 GB,,"1,8",,Black / White,10.667,16.0,4,3000
Patriot Viper Venom RGB 16 GB,,"2,8",,White / Black,10.0,16.0,4,3200
TEAMGROUP T-Force XCalibur RGB 16 GB,,"2,8",,Black,10.0,18.0,4,3600
Kingston HyperX Predator RGB 8 GB,,"1,8",,Black,10.228,15.0,4,2933
Corsair Vengeance LPX 32 GB,,"2,16",,Black / Yellow,9.5,19.0,4,4000
Crucial CT16G4TFD8266 16 GB,89.99,"1,16",5.624,Green / Black,14.254,19.0,4,2666
Crucial Ballistix Sport LT 16 GB,,"1,16",,Silver / Black,10.0,16.0,4,3200
Crucial Ballistix Sport LT 16 GB,,"1,16",,Red / Black,10.0,15.0,4,3000
Corsair Vengeance RGB Pro 32 GB,,"4,8",,Black,8.182,18.0,4,4400
Corsair Vengeance LPX 256 GB,,"8,32",,Black / Yellow,13.333,16.0,4,2400
Corsair Dominator Platinum RGB 32 GB,,"2,16",,Black,8.75,14.0,4,3200
Corsair ValueSelect 32 GB,,"1,32",,Black,13.333,16.0,4,2400
OLOy MD4U163016CGDA 32 GB,,"2,16",,Black,10.667,16.0,4,3000
Corsair Dominator Platinum Special Edition CONTRAST 32 GB,,"2,16",,White / Black,9.233,16.0,4,3466
ADATA XPG GAMMIX D30 16 GB,,"2,8",,Silver / Black,9.444,17.0,4,3600
OLOy MD4U163216CGSA 16 GB,,"1,16",,Black,10.0,16.0,4,3200
G.Skill Trident Z Neo 32 GB,,"4,8",,Black / Silver,7.368,14.0,4,3800
Kingston HyperX Predator RGB 32 GB,,"2,16",,Black,10.0,15.0,4,3000
G.Skill Trident Z RGB 16 GB,,"2,8",,Gold,9.0,18.0,4,4000
Crucial Ballistix 32 GB,,"2,16",,Red,10.0,16.0,4,3200
Crucial Ballistix RGB 64 GB,,"2,32",,White,10.0,16.0,4,3200
Crucial Ballistix RGB 32 GB,,"2,16",,White,10.0,16.0,4,3200
G.Skill Trident Z Royal 256 GB,,"8,32",,Silver,10.0,16.0,4,3200
Corsair Vengeance RGB Pro 32 GB,,"4,8",,Black,10.0,16.0,4,3200
G.Skill Trident Z RGB 16 GB,,"2,8",,Black,7.5,15.0,4,4000
Corsair Vengeance LPX 32 GB,,"2,16",,Black / Yellow,11.111,20.0,4,3600
ADATA XPG GAMMIX D30 16 GB,,"2,8",,Black / Silver,10.0,18.0,4,3600
G.Skill Trident Z RGB 32 GB,,"2,16",,Black,8.0,16.0,4,4000
Corsair Vengeance LPX 64 GB,,"2,32",,Black,9.0,18.0,4,4000
G.Skill Ripjaws V 32 GB,,"2,16",,Black,7.97,17.0,4,4266
G.Skill Trident Z Neo 32 GB,,"2,16",,Black / Silver,7.368,14.0,4,3800
G.Skill Trident Z Royal 64 GB,,"4,16",,White,7.778,14.0,4,3600
G.Skill Trident Z Royal 128 GB,,"4,32",,Silver,8.889,16.0,4,3600
G.Skill Trident Z Neo 16 GB,,"2,8",,Black / Silver,9.474,18.0,4,3800
Kingston HyperX Fury 64 GB,,"4,16",,Black,12.5,15.0,4,2400
Kingston HyperX 16 GB,,"2,8",,Black,7.917,19.0,4,4800
Apacer AU 16 GB,,"1,16",,Black,14.254,19.0,4,2666
TEAMGROUP Xtreem ARGB 32 GB,,"2,16",,White,8.75,14.0,4,3200
TEAMGROUP T-Force Zeus 32 GB,,"2,16",,Red,12.5,20.0,4,3200
TEAMGROUP T-Force Xtreem ARGB 32 GB,,"2,16",,White,7.778,14.0,4,3600
Silicon Power GAMING 16 GB,,"2,8",,Black / Silver,10.667,16.0,4,3000
G.Skill Ripjaws V 32 GB,,"2,16",,Black,7.727,17.0,4,4400
TEAMGROUP T-Force Xtreem ARGB 16 GB,,"2,8",,White,7.778,14.0,4,3600
Corsair Vengeance RGB RS 128 GB,,"4,32",,Black / Gray,10.0,16.0,4,3200
Corsair Vengeance RGB RS 64 GB,,"4,16",,Black / Gray,10.0,16.0,4,3200
TEAMGROUP T-Force Xtreem ARGB 32 GB,,"2,16",,Black,8.75,14.0,4,3200
G.Skill Trident Z5 RGB 32 GB,,"2,16",,Black,13.333,40.0,5,6000
Acer Predator Apollo RGB 16 GB,,"2,8",,Silver / Black,10.0,18.0,4,3600
G.Skill Trident Z Royal Elite 64 GB,,"4,16",,Silver,8.889,16.0,4,3600
G.Skill Trident Z Royal Elite 16 GB,,"2,8",,Silver,8.251,22.0,4,5333
G.Skill Trident Z Royal 32 GB,,"2,16",,Silver,7.727,17.0,4,4400
G.Skill Trident Z Royal 32 GB,,"2,16",,Silver,8.696,20.0,4,4600
Kingston FURY Beast RGB 64 GB,,"2,32",,Black,10.0,18.0,4,3600
GeIL Orion AMD Edition 16 GB,,"2,8",,Gray,10.0,18.0,4,3600
GeIL Polaris RGB 32 GB,,"2,16",,Gray,13.571,38.0,5,5600
Kingston Fury Renegade RGB 32 GB,,"4,8",,Black / Silver,8.889,16.0,4,3600
TEAMGROUP T-Force Vulcan Z 16 GB,,"2,8",,Red,10.667,16.0,4,3000
TEAMGROUP T-Force Vulcan Z 16 GB,,"2,8",,Gray,9.0,18.0,4,4000
G.Skill Trident Z5 RGB 64 GB,,"2,32",,White / Black,10.0,30.0,5,6000
Kingston FURY Beast 16 GB,,"1,16",,Black,12.003,16.0,4,2666
G.Skill Ripjaws S5 32 GB,,"2,16",,Black,10.714,30.0,5,5600
G.Skill Ripjaws S5 64 GB,,"2,32",,Black,10.0,30.0,5,6000
V-Color XSky RGB 32 GB,,"2,16",,White,10.0,32.0,5,6400
TEAMGROUP T-Force Xtreem ARGB 16 GB,,"2,8",,Black,8.333,20.0,4,4800
Lexar Hades OC 16 GB,,"1,16",,Gray / Black,10.0,18.0,4,3600
Lexar Hades OC 16 GB,,"2,8",,Gray / Black,11.25,18.0,4,3200
TEAMGROUP T-Force Dark Z 32 GB,,"2,16",,Red,10.0,16.0,4,3200
TEAMGROUP Elite 16 GB,,"2,8",,Black,13.333,16.0,4,2400
TEAMGROUP Elite 8 GB,,"1,8",,Black,13.75,22.0,4,3200
TEAMGROUP T-Create Expert 32 GB,,"2,16",,Gray,7.778,14.0,4,3600
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 64 GB,,"2,32",,Black / Gold,10.0,16.0,4,3200
ADATA XPG GAMMIX D45 16 GB,,"1,16",,Black,10.0,16.0,4,3200
ADATA XPG SPECTRIX D50 8 GB,,"1,8",,White,10.0,16.0,4,3200
ADATA XPG SPECTRIX D50 16 GB,,"2,8",,White,10.667,16.0,4,3000
Mushkin Silverline 32 GB,113.99,"1,32",3.562,Silver,13.75,22.0,4,3200
G.Skill Trident Z Royal 32 GB,,"2,16",,Gold,8.333,20.0,4,4800
G.Skill Ripjaws V 128 GB,,"4,32",,Red,8.75,14.0,4,3200
G.Skill Ripjaws V 8 GB,,"1,8",,Red,12.143,17.0,4,2800
G.Skill Trident Z Neo 64 GB,,"2,32",,Black / White,9.0,18.0,4,4000
Silicon Power XPOWER Zenith RGB Gaming 16 GB,,"1,16",,Black,10.0,16.0,4,3200
Silicon Power XPOWER Turbine 8 GB,,"1,8",,Blue / Black,10.0,16.0,4,3200
TEAMGROUP T-Force Vulcan 16 GB,,"1,16",,Black,11.429,32.0,5,5600
Corsair Dominator Platinum RGB 32 GB,,"2,16",,Gray / Black,10.0,30.0,5,6000
TEAMGROUP Night Hawk RGB Gen 2 16 GB,,"2,8",,White,10.0,16.0,4,3200
Corsair Vengeance RGB 64 GB,,"2,32",,Gray,12.857,36.0,5,5600
Thermaltake TOUGHRAM XG RGB 64 GB,544.98,"2,32",8.515,White / Silver,10.0,18.0,4,3600
Neo Forza FAYE 16 GB,,"2,8",,Black / Silver,7.6,19.0,4,5000
V-Color Manta XPrism RGB 64 GB,,"2,32",,Silver,12.857,36.0,5,5600
Corsair Dominator Platinum RGB 64 GB,,"2,32",,Black,15.385,40.0,5,5200
Timetec PINNACLE Konduit RGB 32 GB,,"2,16",,Black,10.0,18.0,4,3600
PROXMEM UNDERWORLD TUF 32 GB,,"2,16",,Black / Gray,10.0,30.0,5,6000
Thermaltake TOUGHRAM Z-ONE RGB 32 GB,,"2,16",,Black,16.667,40.0,5,4800
Corsair Vengeance LPX 16 GB,,"2,8",,Black,11.25,18.0,4,3200
Mushkin Enhanced Redline Stiletto 32 GB,,"2,16",,Black,8.889,16.0,4,3600
Kingston FURY Beast 64 GB,,"2,32",,Black / Silver,10.0,16.0,4,3200
Kingston FURY Beast 32 GB,,"2,16",,Black / Silver,10.0,16.0,4,3200
GeIL ORION V RGB 32 GB,,"2,16",,Black,10.0,36.0,5,7200
GeIL ORION V RGB 32 GB,,"2,16",,Black,9.5,38.0,5,8000
TEAMGROUP Elite Plus 16 GB,,"1,16",,Black / Gold,13.75,22.0,4,3200
Klevv CRAS XR5 RGB 32 GB,,"2,16",,White / Black,12.903,40.0,5,6200
Klevv CRAS XR5 RGB 32 GB,,"2,16",,White / Black,10.323,32.0,5,6200
GeIL EVO V RGB 24 GB,,"1,24",,Black,10.0,42.0,5,8400
GOODRAM IRDM 64 GB,,"2,32",,Black,10.714,30.0,5,5600
GOODRAM IRDM 64 GB,,"2,32",,Black,10.0,34.0,5,6800
VisionTek 901345 32 GB,,"1,32",,Black,14.32,21.0,4,2933
Silicon Power SP048GBLVU560P02 48 GB,,"1,48",,Black,16.429,46.0,5,5600
Corsair WS 64 GB,503.99,"4,16",7.875,Black / Green,14.286,40.0,5,5600
Kingston FURY Renegade Pro 256 GB,1504.0,"8,32",5.875,Black,12.857,36.0,5,5600
ADATA XPG SPECTRIX D35G RGB 32 GB,,"1,32",,Black,10.0,16.0,4,3200
G.Skill Flare X5 64 GB,,"2,32",,Black,16.429,46.0,5,5600
TEAMGROUP T-Force Delta RGB Eco 32 GB,,"2,16",,Silver,12.667,38.0,5,6000
Silicon Power XPOWER Storm RGB 32 GB,,"2,16",,Black,9.5,38.0,5,8000
TEAMGROUP T-Create Expert 64 GB,,"2,32",,Black / Gold,13.571,38.0,5,5600
TEAMGROUP T-Force Delta RGB 16 GB,,"1,16",,White,12.5,40.0,5,6400
TEAMGROUP T-Force Delta RGB 8 GB,,"1,8",,White,12.5,40.0,5,6400
TEAMGROUP T-Force Vulcan 8 GB,,"1,8",,Red,12.667,38.0,5,6000
TEAMGROUP Xtreem ARGB 96 GB,,"2,48",,White,10.588,36.0,5,6800
TEAMGROUP Xtreem ARGB 48 GB,,"2,24",,White,9.268,38.0,5,8200
TEAMGROUP Xtreem ARGB 32 GB,119.99,"2,16",3.75,White,10.0,32.0,5,6400
TEAMGROUP Elite Plus 16 GB,,"2,8",,Black,16.429,46.0,5,5600
Acer Predator Hera RGB 32 GB,,"2,16",,Black,9.412,32.0,5,6800
Acer Predator Hera RGB 32 GB,,"2,16",,Silver,8.78,36.0,5,8200
Acer Predator Hera RGB 48 GB,,"2,24",,Silver / Black,9.524,40.0,5,8400
Acer Predator Hera RGB 64 GB,,"2,32",,Black,10.0,32.0,5,6400
Acer Predator Pallas II 32 GB,,"2,16",,Black,8.78,36.0,5,8200
Lexar Ares RGB 2nd Gen 32 GB,,"2,16",,Black,10.0,34.0,5,6800
ADATA XPG Lancer Blade 8 GB,,"1,8",,White,16.429,46.0,5,5600
Thermaltake TOUGHRAM RGB D5 32 GB,,"2,16",,Black / Silver,10.0,32.0,5,6400
Kingston FURY 32 GB,102.18,"1,32",3.193,White,15.385,40.0,5,5200
Kingston ValueRAM 16 GB,73.68,"1,16",4.605,,13.75,22.0,4,3200
G.Skill Ripjaws 16 GB,42.2,"2,8",2.638,Black,13.333,16.0,4,2400
Mushkin Redline 16 GB,36.76,"2,8",2.297,,13.75,22.0,4,3200
Crucial CT16G4RFD424A 16 GB,38.99,"1,16",2.437,Green / Black,14.167,17.0,4,2400
Patriot Viper Steel 16 GB,38.99,"1,16",2.437,Black,15.0,18.0,4,2400
Kingston FURY Impact 32 GB,202.33,"1,32",6.323,Black,12.003,16.0,4,2666
TEAMGROUP T-Create Master 64 GB,450.99,"4,16",7.047,Black,10.0,32.0,5,6400
G.Skill Aegis 16 GB,68.39,"4,4",4.274,Black / Red,14.065,15.0,4,2133
G.Skill Flare X 32 GB,,"2,16",,Red,12.5,15.0,4,2400
Corsair Vengeance LPX 16 GB,,"2,8",,Black / Yellow,10.556,19.0,4,3600
Silicon Power XPOWER Turbine RGB 16 GB,,"2,8",,Silver / Black,10.0,16.0,4,3200
G.Skill Ripjaws V 32 GB,,"2,16",,Black,7.778,14.0,4,3600
G.Skill Value 64 GB,,"2,32",,Black,14.254,19.0,4,2666
Mushkin Redline 16 GB,57.65,"2,8",3.603,White,8.889,16.0,4,3600
Mushkin Redline Lumina 16 GB,70.98,"2,8",4.436,Black,12.003,16.0,4,2666
Corsair Vengeance Performance 8 GB,33.99,"1,8",4.249,Black / Yellow,13.333,16.0,4,2400
G.Skill Trident Z 16 GB,149.0,"2,8",9.312,Silver / Red,8.908,19.0,4,4266
G.Skill Trident Z Neo 32 GB,,"4,8",,Black / Silver,8.889,16.0,4,3600
G.Skill Trident Z Royal 64 GB,249.0,"2,32",3.891,Silver,13.503,18.0,4,2666
G.Skill Ripjaws V 64 GB,569.0,"8,8",8.891,Black,7.5,15.0,4,4000
TEAMGROUP T-Force Xtreem ARGB 16 GB,,"2,8",,Black,10.0,18.0,4,3600
TEAMGROUP T-Force Vulcan Z 8 GB,,"1,8",,Red / Black,10.0,16.0,4,3200
Kingston FURY Beast 128 GB,,"4,32",,Black,12.003,16.0,4,2666
G.Skill F4-3600C17Q2-128GTZKK 128 GB,,"8,16",,Black,9.444,17.0,4,3600
V-Color TRA548G64D832Q 192 GB,1299.99,"4,48",6.771,White,10.0,32.0,5,6400
Kingston FURY Renegade 64 GB,,"2,32",,Silver / Black,10.667,32.0,5,6000
G.Skill Zeta R5 Neo 64 GB,763.39,"4,16",11.928,Black,10.0,30.0,5,6000
G.Skill Ripjaws M5 RGB 32 GB,,"2,16",,White,10.667,32.0,5,6000
G.Skill Trident Z5 Neo RGB 48 GB,,"2,24",,Black,9.333,28.0,5,6000
G.Skill Value 16 GB,68.22,"4,4",4.264,Black,14.065,15.0,4,2133
ADATA XPG Z1 16 GB,,"2,8",,Red / Black,12.189,13.0,4,2133
G.Skill Ripjaws 16 GB,,"4,4",,Red,10.0,15.0,4,3000
Corsair Dominator Platinum 32 GB,,"4,8",,Blue / Silver,12.5,15.0,4,2400
Corsair Vengeance LPX 32 GB,,"4,8",,Black,12.5,15.0,4,2400
Corsair Vengeance LPX 16 GB,,"4,4",,Black,14.065,15.0,4,2133
Mushkin Blackline 16 GB,,"2,8",,Black / White,12.5,15.0,4,2400
Patriot Viper 4 32 GB,,"4,8",,Black / Red,10.667,16.0,4,3000
Klevv CRAS 16 GB,,"4,4",,Black / Silver,14.065,15.0,4,2133
Kingston HyperX Predator 32 GB,,"4,8",,Black,12.189,13.0,4,2133
G.Skill Ripjaws 4 16 GB,,"2,8",,Red,11.253,15.0,4,2666
Kingston HyperX Fury 8 GB,,"1,8",,Black / White,11.253,15.0,4,2666
Patriot PSD416G2133K 16 GB,,"2,8",,Green,14.065,15.0,4,2133
Kingston HyperX Savage 16 GB,,"2,8",,Black / White,12.189,13.0,4,2133
G.Skill Trident Z 16 GB,,"4,4",,Red / Silver,10.0,16.0,4,3200
G.Skill Ripjaws V 64 GB,,"4,16",,Red,12.5,15.0,4,2400
G.Skill Trident Z 32 GB,,"4,8",,Red / Silver,8.75,14.0,4,3200
G.Skill Ripjaws V 32 GB,,"4,8",,Black,8.75,14.0,4,3200
GeIL Super Luce 16 GB,,"2,8",,Black / Blue,12.5,15.0,4,2400
G.Skill Aegis 16 GB,,"1,16",,Black / Red,14.065,15.0,4,2133
Corsair Vengeance LPX 32 GB,,"4,8",,Black / Yellow,10.0,12.0,4,2400
Kingston Savage 16 GB,,"2,8",,Black,10.0,12.0,4,2400
Corsair Dominator Platinum 64 GB,,"8,8",,Black / Silver,9.375,15.0,4,3200
Avexir Core 16 GB,,"2,8",,Black / Blue,12.753,17.0,4,2666
Corsair Vengeance LPX 32 GB,,"2,16",,White,12.003,16.0,4,2666
Corsair Vengeance LED 32 GB,,"2,16",,Black / Red,12.003,16.0,4,2666
Corsair Vengeance LED 32 GB,,"4,8",,Black / Red,9.412,16.0,4,3400
Crucial CT7982449 16 GB,,"1,16",,Green,14.065,15.0,4,2133
TEAMGROUP Dark 16 GB,,"2,8",,Black / Silver,11.667,14.0,4,2400
G.Skill Trident Z RGB 32 GB,,"4,8",,Black,9.444,17.0,4,3600
Kingston Predator 32 GB,,"2,16",,Black,10.0,15.0,4,3000
G.Skill Trident Z RGB 32 GB,,"2,16",,Black,12.5,15.0,4,2400
Kingston Predator 16 GB,,"2,8",,Black / Silver,9.601,16.0,4,3333
Crucial Ballistix Elite 32 GB,,"2,16",,Black,10.0,15.0,4,3000
TEAMGROUP T-Force Delta RGB 16 GB,,"1,16",,Black,12.5,15.0,4,2400
Patriot Viper Elite 8 GB,,"1,8",,Gray,13.333,16.0,4,2400
G.Skill Trident Z RGB 32 GB,349.0,"4,8",10.906,Black,8.5,17.0,4,4000
Corsair Vengeance LED 32 GB,,"2,16",,Black / White,10.0,16.0,4,3200
G.Skill Trident Z 16 GB,,"2,8",,Silver / White,8.444,19.0,4,4500
G.Skill Trident Z 16 GB,,"2,8",,Black / White,8.889,16.0,4,3600
G.Skill Trident Z 32 GB,,"4,8",,Black / White,11.25,18.0,4,3200
TEAMGROUP T-Force Night Hawk RGB 32 GB,,"2,16",,White,10.0,16.0,4,3200
GeIL EVO FORZA 16 GB,,"2,8",,Red / Black,12.003,16.0,4,2666
Corsair Vengeance RGB 32 GB,,"2,16",,Black,10.667,16.0,4,3000
Kingston HyperX Predator 16 GB,,"1,16",,Black,9.752,13.0,4,2666
G.Skill Trident Z RGB 32 GB,,"4,8",,Black,13.503,18.0,4,2666
Crucial Ballistix Tactical Tracer 16 GB,,"2,8",,Silver,12.003,16.0,4,2666
G.Skill Ripjaws V 16 GB,,"1,16",,Red / Black,10.556,19.0,4,3600
ADATA XPG GAMMIX D10 8 GB,,"1,8",,Red / White,10.667,16.0,4,3000
Patriot Viper Venom RGB 16 GB,,"2,8",,Black / Silver,10.0,15.0,4,3000
Patriot Viper Venom RGB 16 GB,,"2,8",,Black / Silver,9.194,19.0,4,4133
Kingston HyperX Predator RGB 16 GB,,"2,8",,Black,10.228,15.0,4,2933
Crucial CT4K4G4RFS8266 16 GB,,"4,4",,Green / Black,14.254,19.0,4,2666
Crucial Ballistix Sport LT 16 GB,,"1,16",,White / Camo,12.003,16.0,4,2666
ADATA XPG SPECTRIX D80 16 GB,,"2,8",,Red,9.444,17.0,4,3600
ADATA XPG SPECTRIX D41 32 GB,,"2,16",,Black,12.003,16.0,4,2666
Corsair Dominator Platinum 32 GB,,"4,8",,Silver / Black,10.0,16.0,4,3200
Crucial Ballistix Sport AT 16 GB,,"2,8",,Silver / Black,12.003,16.0,4,2666
Corsair Vengeance LPX 128 GB,,"8,16",,Black / Yellow,10.0,16.0,4,3200
Corsair Vengeance RGB Pro 64 GB,,"4,16",,White,10.0,18.0,4,3600
G.Skill Trident Z RGB 16 GB,,"2,8",,Black,10.556,19.0,4,3600
Kingston HyperX Fury 32 GB,,"2,16",,Black / White,10.964,19.0,4,3466
Corsair Vengeance RGB Pro 128 GB,,"8,16",,Black,12.003,16.0,4,2666
Kingston HyperX Fury 64 GB,,"4,16",,Black / White,11.592,17.0,4,2933
Corsair Dominator Platinum 16 GB,,"2,8",,Black / Silver,9.5,19.0,4,4000
TEAMGROUP T-Force Night Hawk Legend RGB 16 GB,,"2,8",,Gold,8.75,14.0,4,3200
Crucial Ballistix Tactical Tracer 8 GB,,"1,8",,Silver / Black,12.003,16.0,4,2666
Kingston KSM24ES8/8ME 8 GB,,"1,8",,Green / Black,14.167,17.0,4,2400
Crucial Ballistix Sport LT 64 GB,,"4,16",,Silver / Black,10.0,16.0,4,3200
Crucial Ballistix Sport LT 32 GB,,"4,8",,Silver / Black,10.0,16.0,4,3200
Crucial Ballistix Sport LT 32 GB,,"2,16",,Silver / Black,10.0,15.0,4,3000
Crucial Ballistix Sport LT 8 GB,,"1,8",,Red / Black,10.0,16.0,4,3200
G.Skill Trident Z Royal 32 GB,,"2,16",,Silver,9.5,19.0,4,4000
V-Color SKYWALKER 16 GB,,"2,8",,Black / Silver,10.0,15.0,4,3000
G.Skill Trident Z Royal 16 GB,209.0,"2,8",13.062,Silver,8.889,16.0,4,3600
G.Skill Trident Z 16 GB,149.0,"2,8",9.312,Silver / Red,9.194,19.0,4,4133
Crucial Ballistix Elite 16 GB,,"2,8",,Black,8.889,16.0,4,3600
OLOy MD4U083016BBSA 8 GB,,"1,8",,Black / Red,10.667,16.0,4,3000
TEAMGROUP T-Force Vulcan Z 8 GB,,"1,8",,Silver / Black,10.667,16.0,4,3000
Corsair Vengeance LPX 128 GB,,"4,32",,Black / Yellow,13.333,16.0,4,2400
Corsair Vengeance LPX 32 GB,,"1,32",,Black / Yellow,13.333,16.0,4,2400
TEAMGROUP T-Force Vulcan Z 32 GB,,"2,16",,Black,13.503,18.0,4,2666
TEAMGROUP T-Force Vulcan Z 16 GB,,"1,16",,Red,13.503,18.0,4,2666
OLOy WarHawk RGB 32 GB,,"2,16",,Black / White,10.556,19.0,4,3600
