item_name,category_name,item_price_in_php,stocks
"Deep Cool DC Gammaxx L360 aRGB black, AIO cooler, 360mm, pn: DP-H12CF-GL360-ARGB",Cpu Cooler,4670.0,2
"Deep Cool DC Castle 240EX aRGB white, AIO LC Cooler, 240mm, pn: DP-GS-H12W-CSL240EX-AR-WH",Cpu Cooler,5150.0,1
"Deep Cool DC LS320 aRGB black, AIO LC Cooler, 120mm, pn: R-LS320-BKAMMT-G-1",Cpu Cooler,3999.0,0
"Deep Cool DC LS320 aRGB white, AIO LC Cooler, 120mm, pn: R-LS320-WHAMMT-G-1",Cpu Cooler,4450.0,2
"Deep Cool DC LE300 aRGB black, AIO LC Cooler, 120mm, pn: R-LE300-BKLNMC-G-1",Cpu Cooler,2299.0,0
"Deep Cool DC LE500 aRGB black, AIO LC Cooler, 240mm, pn: R-LE500-BKLNMC-G-1",Cpu Cooler,2999.0,4
"Deep Cool DC LE520 aRGB black, AIO LC Cooler, 240mm, pn: R-LE520-BKAMMN-G-1",Cpu Cooler,3999.0,5
"Deep Cool DC LS520 aRGB white, AIO LC Cooler, 240mm, pn: R-LS520-WHAMNT-G-1",Cpu Cooler,5599.0,2
"Deep Cool DC LS520 SE aRGB black, AIO LC Cooler, 240mm, pn: R-LS520-BKAMMM-G-1",Cpu Cooler,4425.0,2
"Deep Cool DC LS520 SE aRGB white, AIO LC Cooler, 240mm, pn: R-LS520-WHAMMM-G-1",Cpu Cooler,4680.0,3
"Deep Cool DC LS520 SE Digital aRGB black, AIO LC Cooler, 240mm, pn: R-LS520-BKAMMD-G-1",Cpu Cooler,4950.0,2
"Deep Cool DC LS520 SE Digital aRGB white, AIO LC Cooler, 240mm, pn: R-LS520-WHAMMD-G-1",Cpu Cooler,5180.0,1
"Deep Cool DC LS520S Zero Dark, AIO LC Cooler, 240mm, pn: R-LS520-BKNNMM-G-1",Cpu Cooler,4280.0,4
"Deep Cool DC LS720 aRGB black, AIO LC Cooler, 360mm, pn: R-LS720-BKAMNT-G-1",Cpu Cooler,7380.0,4
"Deep Cool DC LS720 aRGB white, AIO LC Cooler, 360mm, pn: R-LS720-WHAMNT-G-1",Cpu Cooler,7099.0,2
"Deep Cool DC LS720 SE aRGB black, AIO LC Cooler, 360mm, pn: R-LS720-BKAMMM-G-1",Cpu Cooler,5525.0,0
"Deep Cool DC LS720 SE aRGB white, AIO LC Cooler, 360mm, pn: R-LS720-WHAMMM-G-1",Cpu Cooler,5925.0,1
"Deep Cool DC LS720 SE Digital aRGB black, AIO LC Cooler, 360mm, pn: R-LS720-BKAMMD-G-1",Cpu Cooler,5999.0,1
"Deep Cool DC LS720 SE Digital aRGB white, AIO LC Cooler, 360mm, pn: R-LS720-WHAMMD-G-1",Cpu Cooler,6299.0,2
"Deep Cool DC LS720S Zero Dark, AIO LC Cooler, pn: 360mm, R-LS720-BKNNMM-G-1",Cpu Cooler,4999.0,1
"Deep Cool DC LT520 aRGB white, AIO LC Cooler, 240mm, pn: R-LT520-WHAMNF-G-1",Cpu Cooler,5899.0,2
"Deep Cool DC LT720 aRGB black, AIO LC Cooler, 360mm, pn: R-LT720-BKAMNF-G-1",Cpu Cooler,6850.0,0
"Deep Cool DC LT720 aRGB white, AIO LC Cooler, 360mm, pn: R-LT720-WHAMNF-G-1",Cpu Cooler,6650.0,0
"Deep Cool DC LE720 aRGB black, AIO LC Cooler, 360mm, pn: R-LE720-BKAMMN-G-1",Cpu Cooler,5299.0,4
"Deep Cool DC LE720 aRGB white, AIO LC Cooler, 360mm, pn: R-LE720-WHAMMN-G-1",Cpu Cooler,5499.0,5
"Deep Cool DC LD240 aRGB black, AIO LC Cooler, LCD display, 240mm, pn: R-LD240-BKMSN-G-1",Cpu Cooler,4899.0,2
"Deep Cool DC LD360 aRGB black, AIO LC Cooler, LCD display, 360mm, pn: R-LD360-BKMSN-G-1",Cpu Cooler,6325.0,1
"Deep Cool DC Mystique 240 black, AIO LC Cooler, LCD display, 240mm, pn: R-LX550-BKDSNC-G-1",Cpu Cooler,6999.0,2
"Deep Cool DC Mystique 360 black, AIO LC Cooler, LCD display, 360mm, pn: R-LX750-BKDSNMP-G-1",Cpu Cooler,8625.0,2
"Deep Cool DC Mystique 240 aRGB black, AIO LC Cooler, LCD display, 240mm, pn: R-LX550-BKADSNC-G-1",Cpu Cooler,7399.0,0
"Deep Cool DC Mystique 360 aRGB black, AIO LC Cooler, LCD display, 360mm, pn: R-LX750-BKADSNC-G-1",Cpu Cooler,8850.0,0
"Deep Cool DC AG620 Digital Air Cooler, pn: R-AG620-BKNDMN-G-1",Cpu Cooler,2899.0,2
"Deep Cool DC AG620 Digital BK Air Cooler, pn: R-AG620-BKNDMN-G-2",Cpu Cooler,3125.0,1
"Deep Cool DC AG620 Digital WH Air Cooler, pn: R-AG620-WHNDMN-G-2",Cpu Cooler,3125.0,2
"Deep Cool DC AG620 Digital BK aRGB Air Cooler, pn: R-AG620-BKADMN-G-2",Cpu Cooler,3580.0,2
"Deep Cool DC AG620 Digital WH aRGB Air Cooler, pn: R-AG620-WHADMN-G-2",Cpu Cooler,3580.0,2
"Deep Cool DC AG400 Digital Plus Air Cooler, pn: R-AG400-BKADMP-G-1",Cpu Cooler,2450.0,2
"Deep Cool DC AG400 Digital WH aRGB Air Cooler, pn: R-AG400-WHADMN-G-1",Cpu Cooler,2199.0,2
